Location,Season,Year,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price
Haveri,Zaid,,,1283,28.67218351,Red laterite,,1598,68.55075402,Blackgram,29845
Haveri,Zaid,,,1983,33.949272,Black cotton,,2793,68.60998806,To be updated,19693
Haveri,Zaid,,,1077,24.87813625,River basins,,2046,51.8721826,Coconut,16770
Haveri,Zaid,,,1311,27.53333216,Gravelly sand,,2370,43.54553102,Cocoa,11965
,,,,,,,,,,,
Haveri,Zaid,,,1356,31.46026517,Teelah,,1302,44.96755581,Cardamum,13216
Haveri,Zaid,,,1624,24.28442431,Medium textured,,4943,62.45586042,Arecanut,5911
,,,,,,,,,,,
Davanagere,Kharif,,,1276,29.4952304,Alluvial,,3391,66.61362735,Groundnut,5459
Davanagere,Kharif,,,1807,21.78819789,Laterite,,4900,50.98700311,Coffee,24493
Davanagere,Kharif,,,833,24.85438658,Sandy,,2635,57.40674772,Arecanut,44883
Davanagere,Kharif,,,1404,28.27000843,Heavy cotton,,4524,70.58713241,Tea,46873
,,,,,,,,,,,
,,,,,,,,,,,
Davanagere,Kharif,,,1012,24.62774599,Clay loam,,1542,74.96265736,Ginger,24449
Davanagere,Kharif,,,1524,29.68142136,Black,,1945,55.32073531,Groundnut,34972
Davanagere,Kharif,,,1998,33.45741662,Drained loam,,3423,76.80057014,Groundnut,22921
Davanagere,Kharif,,,903,20.28182434,Clay,,4077,79.47189091,Cotton,19302
Davanagere,Kharif,,,1187,31.76491164,Sandy clay loam,,2906,40.17961838,Cocoa,28593
Davanagere,Kharif,,,1430,24.24693926,Red,,4328,41.81011811,Ginger,43480
Davanagere,Kharif,,,884,23.76915212,Arid and Desert,,3816,69.87450712,Coconut,7045
Davanagere,Kharif,,,1675,31.61911291,Well drained,,2112,44.10527898,Arecanut,46201
Davanagere,Kharif,,,1246,22.72164313,Light sandy,,2009,62.47561693,Cardamum,32224
Davanagere,Kharif,,,1704,22.90389577,Heavy clay,,3857,56.65465921,Coffee,49770
Davanagere,Kharif,,,877,30.37610033,Dry sandy,,3826,63.72853102,Coconut,13201
Davanagere,Kharif,,,936,28.89469805,loamy sand,,3282,72.11138504,Ginger,47026
Davanagere,Kharif,,,856,34.78900057,Red laterite,,2702,75.29018683,Tea,38596
Davanagere,Kharif,,,1054,24.45446341,Black cotton,,2834,56.23039619,Pepper,27649
Davanagere,Kharif,,,1159,30.30301948,River basins,,4007,45.69501837,Cocoa,29170
Davanagere,Kharif,,,532,24.30625189,Gravelly sand,,4326,77.88463919,Cocoa,1534
Davanagere,Kharif,,,1830,22.2206575,Medium textured clay,,3459,47.69494635,Paddy,21791
Davanagere,Kharif,,,1812,34.55997692,Teelah,,1977,74.31738524,Paddy,28199
Davanagere,Kharif,,,1833,30.00838251,Medium textured,,2816,79.3236027,Groundnut,45729
,,,,,,,,,,,
Davanagere,Rabi,,,1780,24.54281956,Alluvial,,1067,47.804848,Cotton,12095
Davanagere,Rabi,,,1128,27.03910861,Laterite,,1335,69.83220193,Blackgram,13680
Davanagere,Rabi,,,647,23.27769632,Sandy,,2816,52.90713187,Coffee,41393
Davanagere,Rabi,,,526,21.05257567,Heavy cotton,,4079,40.57219642,Groundnut,20770
Davanagere,Rabi,,,1559,28.59572882,Loam,,4801,64.57383716,Cardamum,17164
Davanagere,Rabi,,,763,33.17016218,Sandy loam,,1588,55.05252355,Pepper,19121
Davanagere,Rabi,,,867,24.42222174,Clay loam,,3766,63.38036116,Paddy,35563
Davanagere,Rabi,,,706,29.55440962,Black,,4561,55.92826004,Pepper,46073
Davanagere,Rabi,,,682,24.14254075,Drained loam,,3634,42.53058927,Arecanut,26898
Davanagere,Rabi,,,1583,21.83017929,Clay,,4538,63.03105018,Cardamum,3095
Davanagere,Rabi,,,881,30.20434749,Sandy clay loam,,2843,57.88699685,Paddy,14728
Davanagere,Rabi,,,732,20.44310735,Red,,3052,67.78380127,Cotton,49114
Davanagere,Rabi,,,1853,31.1827723,Arid and Desert,,2021,55.33711878,Cardamum,10517
Davanagere,Rabi,,,1890,22.85551757,Well drained,,2951,40.4764653,Ginger,45280
Davanagere,Rabi,,,1828,24.51742385,Light sandy,,2570,43.22060688,Blackgram,39024
Davanagere,Rabi,,,1384,25.81350218,Heavy clay,,1998,58.17406565,Pepper,15452
Davanagere,Rabi,,,1015,32.55067109,Dry sandy,,3927,66.40334632,Cashew,44492
Davanagere,Rabi,,,1623,23.25806706,loamy sand,,1728,69.28967958,Coconut,11000
Davanagere,Rabi,,,1370,24.95560403,Red laterite,,1805,69.04115434,Groundnut,35733
Davanagere,Rabi,,,619,32.41964493,Black cotton,,4381,71.08132258,Blackgram,34612
Davanagere,Rabi,,,1218,31.95476761,River basins,,4213,72.07641573,Cardamum,1907
Davanagere,Rabi,,,1792,30.20132954,Gravelly sand,,1301,42.69399391,Pepper,4931
Davanagere,Rabi,,,1017,28.8569647,Medium textured clay,,3142,42.88639012,Cocoa,27106
Davanagere,Rabi,,,1819,25.95226861,Teelah,,2758,45.11240761,Paddy,12723
Davanagere,Rabi,,,682,20.82171637,Medium textured,,1762,40.44886557,Pepper,21544
,,,,,,,,,,,
Davanagere,Zaid,,,1711,32.49905839,Alluvial,,3079,69.31215576,Arecanut,9930
Davanagere,Zaid,,,1610,31.97013113,Laterite,,3520,52.87394242,Arecanut,19685
Davanagere,Zaid,,,1517,23.22912582,Sandy,,4352,63.27903815,Cardamum,1653
Davanagere,Zaid,,,1535,22.00011629,Heavy cotton,,3670,53.51692018,Blackgram,22961
Davanagere,Zaid,,,1929,24.66993991,Loam,,4799,77.36517946,Cardamum,39916
Davanagere,Zaid,,,1062,22.86319789,Sandy loam,,2502,75.40948226,Pepper,9619
Davanagere,Zaid,,,1853,25.07459455,Clay loam,,1037,68.9677007,Pepper,4971
Davanagere,Zaid,,,1520,24.76115491,Black,,1063,74.01943654,Groundnut,36882
Davanagere,Zaid,,,1081,25.30943525,Drained loam,,3091,55.89030849,Cotton,48406
,,,,,,,,,,,
Davanagere,Zaid,,,1508,34.26164039,Sandy clay loam,,3554,79.54848134,Tea,25701
Davanagere,Zaid,,,934,34.43859132,Red,,1622,66.14167753,Tea,27066
Davanagere,Zaid,,,955,21.14578516,Arid and Desert,,1832,78.14254172,Blackgram,40582
Davanagere,Zaid,,,966,27.98683561,Well drained,,1557,46.32265128,Coconut,36153
Davanagere,Zaid,,,1149,23.7952177,Light sandy,,2168,57.10829672,Cashew,30633
Davanagere,Zaid,,,889,31.35307242,Heavy clay,,1208,54.72094024,Tea,23299
Davanagere,Zaid,,,1404,23.97527266,Dry sandy,,3456,69.31387445,Paddy,37318
Davanagere,Zaid,,,1678,31.77009722,loamy sand,,1969,68.04047584,Cardamum,14345
Davanagere,Zaid,,,958,31.11069846,Red laterite,,3475,56.25289932,Cardamum,24303
Davanagere,Zaid,,,765,24.85813841,Black cotton,,4684,70.46584115,Coconut,4964
Davanagere,Zaid,,,1267,24.2072806,River basins,,1603,66.52021831,Ginger,19349
Davanagere,Zaid,,,587,31.93193775,Gravelly sand,,1275,55.97076762,Tea,31028
Davanagere,Zaid,,,1148,33.57470861,Medium textured clay,,3115,50.81326747,Tea,36181
Davanagere,Zaid,,,1808,29.41956363,Teelah,,1682,79.02498084,Cotton,43915
Davanagere,Zaid,,,811,26.53539707,Medium textured,,3911,51.39514651,Coffee,24997
`,,,,,,,,,,,
Bengaluru Urban,Kharif,,,1003,20.97670822,Alluvial,,2061,78.23550058,Groundnut,1211
Bengaluru Urban,Kharif,,,1160,32.06639779,Laterite,,4931,79.31795845,Cardamum,49732
Bengaluru Urban,Kharif,,,1542,31.3984961,Sandy,,3591,48.92887588,Cashew,48255
,,,,,,,,,,,
Bengaluru Urban,Kharif,,,973,28.31237092,Loam,,1949,43.81510691,Pepper,17042
Bengaluru Urban,Kharif,,,1838,25.44020177,Sandy loam,,1442,58.57617649,Groundnut,43558
Bengaluru Urban,Kharif,,,1438,33.87900545,Clay loam,,2481,66.85520797,Cotton,9930
Bengaluru Urban,Kharif,,,1197,21.96417362,Black,,4981,60.04300996,Tea,2476
Bengaluru Urban,Kharif,,,960,23.60911586,Drained loam,,2309,52.56903952,Cashew,34243
Bengaluru Urban,Kharif,,,922,34.55809969,Clay,,2707,56.60079481,Cotton,35502
Bengaluru Urban,Kharif,,,1707,26.24635619,Sandy clay loam,,2639,45.96333176,Blackgram,22450
Bengaluru Urban,Kharif,,,763,22.64260348,Red,,3870,61.89444334,Cashew,3794
Bengaluru Urban,Kharif,,,1905,27.19816238,Arid and Desert,,2536,55.85907232,Tea,1867
Bengaluru Urban,Kharif,,,635,21.07523694,Well drained,,4482,56.38930354,Coffee,32158
Bengaluru Urban,Kharif,,,987,28.90937629,Light sandy,,2882,53.44835933,Cardamum,36540
Bengaluru Urban,Kharif,,,1404,25.50498233,Heavy clay,,1166,73.04898796,Cocoa,10156
Bengaluru Urban,Kharif,,,1763,23.75340497,Dry sandy,,3955,62.05554942,Tea,37991
Bengaluru Urban,Kharif,,,1810,30.24891166,loamy sand,,4998,77.89783877,Coconut,12832
Bengaluru Urban,Kharif,,,1289,23.03118916,Red laterite,,4631,78.04405977,Groundnut,6288
Bengaluru Urban,Kharif,,,1245,31.62169962,Black cotton,,1528,48.43543534,Ginger,21663
Bengaluru Urban,Kharif,,,651,27.26645548,River basins,,2192,42.19451018,Pepper,21306
Bengaluru Urban,Kharif,,,534,25.6435642,Gravelly sand,,2233,72.60731596,Cardamum,17072
Bengaluru Urban,Kharif,,,628,20.24401573,Medium textured clay,,3998,46.86478559,Ginger,25768
Bengaluru Urban,Kharif,,,1915,27.36347279,Teelah,,2351,73.88996674,Coffee,40422
Bengaluru Urban,Kharif,,,1122,23.85679691,Medium textured,,3013,73.86379782,Cardamum,15837
Bengaluru Urban,Kharif,,,855,34.21768534,To be updated,,2464,59.86104781,Ginger,14038
Bengaluru Urban,Rabi,,,1756,34.54992231,Alluvial,,4436,49.75397355,Pepper,29642
Bengaluru Urban,Rabi,,,1917,28.57124585,Laterite,,4295,40.76175216,Cotton,38137
Bengaluru Urban,Rabi,,,986,20.8878231,Sandy,,4628,72.54774509,Cocoa,11510
Bengaluru Urban,Rabi,,,658,22.86760359,Heavy cotton,,4496,71.90392871,Tea,31748
Bengaluru Urban,Rabi,,,1982,22.44934069,Loam,,3691,41.03315629,Groundnut,42809
Bengaluru Urban,Rabi,,,718,21.68047492,Sandy loam,,2169,43.58691397,Pepper,45256
Bengaluru Urban,Rabi,,,607,21.28062021,Clay loam,,2802,54.58735857,Ginger,37375
Bengaluru Urban,Rabi,,,1064,23.07808676,Black,,1024,44.56196788,Cocoa,31517
Bengaluru Urban,Rabi,,,1442,25.95253926,Drained loam,,4557,45.56670991,Pepper,13590
Bengaluru Urban,Rabi,,,1034,30.51256147,Clay,,2706,74.0777969,Ginger,5742
Bengaluru Urban,Rabi,,,591,29.60734631,Sandy clay loam,,1212,72.03056786,Arecanut,30161
Bengaluru Urban,Rabi,,,1487,27.67873917,Red,,2030,64.67559621,Cashew,24751
Bengaluru Urban,Rabi,,,622,27.1265457,Arid and Desert,,2647,72.06200108,Paddy,11103
Bengaluru Urban,Rabi,,,650,24.37553391,Well drained,,1736,51.8631929,Cardamum,23721
Bengaluru Urban,Rabi,,,1287,28.88729208,Light sandy,,3869,73.26957471,Blackgram,38887
Bengaluru Urban,Rabi,,,951,28.7782356,Heavy clay,,1853,78.68048568,Pepper,13587
Bengaluru Urban,Rabi,,,1430,24.29367349,Dry sandy,,3415,67.09754369,Blackgram,25382
Bengaluru Urban,Rabi,,,1239,31.39452654,loamy sand,,2672,70.29437386,Cashew,48130
Bengaluru Urban,Rabi,,,729,32.56444134,Red laterite,,1396,45.41631517,Blackgram,46262
Bengaluru Urban,Rabi,,,566,31.86658808,Black cotton,,2325,44.78623591,Coffee,45802
Bengaluru Urban,Rabi,,,1730,31.88809131,River basins,,1278,57.22182078,Blackgram,31041
Bengaluru Urban,Rabi,,,1500,30.09231376,Gravelly sand,,1380,49.14432914,Ginger,8730
Bengaluru Urban,Rabi,,,642,25.45168654,Medium textured clay,,1421,43.4295432,Cashew,22834
Bengaluru Urban,Rabi,,,739,21.78931202,Teelah,,3181,71.05850926,Cashew,6037
Bengaluru Urban,Rabi,,,1281,32.10287844,Medium textured,,3450,51.88295196,Coconut,27699
,,,,,,,,,,,
Bengaluru Urban,Zaid,,,1516,24.11283159,Alluvial,,3752,40.4449766,Ginger,49333
Bengaluru Urban,Zaid,,,721,34.69791461,Laterite,,1618,66.36438984,Groundnut,47072
Bengaluru Urban,Zaid,,,1643,26.79836738,Sandy,,3459,78.27339496,Cashew,16905
Bengaluru Urban,Zaid,,,1722,21.54295911,Heavy cotton,,3404,73.95122712,Cardamum,20881
Bengaluru Urban,Zaid,,,1945,28.90196773,Loam,,2012,75.52061841,Paddy,25682
Bengaluru Urban,Zaid,,,1468,24.71429089,Sandy loam,,3824,69.2367513,Cardamum,1635
Bengaluru Urban,Zaid,,,1578,33.29071834,Clay loam,,2409,66.58219931,Ginger,3781
Bengaluru Urban,Zaid,,,525,33.44152662,Black,,1821,73.41117984,Cashew,46315
Bengaluru Urban,Zaid,,,1718,29.11010946,Drained loam,,1046,58.5821165,Blackgram,41727
Bengaluru Urban,Zaid,,,644,23.57347661,Clay,,2114,70.6661402,Groundnut,21710
Bengaluru Urban,Zaid,,,1475,26.14399023,Sandy clay loam,,1126,78.73438488,Pepper,47026
Bengaluru Urban,Zaid,,,876,23.38847231,Red,,3123,61.44604035,Cotton,31382
Bengaluru Urban,Zaid,,,1698,31.81461053,Arid and Desert,,2350,41.21996575,Coffee,9693
Bengaluru Urban,Zaid,,,1684,26.6746304,Well drained,,2428,42.21000042,Pepper,6216
Bengaluru Urban,Zaid,,,992,29.83931716,Light sandy,,2193,45.19537129,Paddy,13840
Bengaluru Urban,Zaid,,,962,26.8467249,Heavy clay,,3813,55.66142951,Tea,45776
Bengaluru Urban,Zaid,,,648,21.7771885,Dry sandy,,3095,40.26009145,Groundnut,16441
Bengaluru Urban,Zaid,,,536,22.87680184,loamy sand,,3471,67.59218207,Cotton,27243
Bengaluru Urban,Zaid,,,1109,34.68465675,Red laterite,,3191,45.55074253,Paddy,45318
Bengaluru Urban,Zaid,,,1131,31.21762359,Black cotton,,4801,66.86347354,Cocoa,24611
,,,,,,,,,,,
Bengaluru Urban,Zaid,,,932,27.54688079,Gravelly sand,,1922,52.01712339,Cashew,41959
Bengaluru Urban,Zaid,,,1998,34.59532348,Medium textured clay,,4380,64.29112917,Coffee,35345
Bengaluru Urban,Zaid,,,1096,26.50165057,Teelah,,2305,57.69464529,Blackgram,27900
Bengaluru Urban,Zaid,,,829,33.71851402,Medium textured,,3046,67.09768043,Pepper,17919
,,,,,,,,,,,
Gadag,Kharif,,,841,23.79601902,Alluvial,,2836,62.97021568,Cardamum,3521
Gadag,Kharif,,,1861,25.72772122,Laterite,,1300,52.27554895,Paddy,24887
,,,,,,,,,,,
Gadag,Kharif,,,904,22.37546852,Heavy cotton,,2026,54.05251912,Groundnut,41867
Gadag,Kharif,,,825,32.1626957,Loam,,2926,46.90315162,Paddy,14967
Gadag,Kharif,,,658,27.7897694,Sandy loam,,3438,51.55400706,Cotton,14221
Gadag,Kharif,,,1788,26.13886548,Clay loam,,1248,42.74585125,Cashew,27325
Gadag,Kharif,,,1436,21.42902604,Black,,1541,48.37598623,Pepper,27530
Gadag,Kharif,,,1098,23.13625393,Drained loam,,3157,45.00357357,Ginger,35867
Gadag,Kharif,,,1514,24.8177611,Clay,,1771,54.63032862,Pepper,43298
Gadag,Kharif,,,1820,25.88854935,Sandy clay loam,,1049,74.93994494,Arecanut,19839
Gadag,Kharif,,,1922,28.67047123,Red,,2833,54.13034482,Cashew,45561
Gadag,Kharif,,,1406,22.49156395,Arid and Desert,,3996,46.6871588,Paddy,4109
Gadag,Kharif,,,659,22.61459746,Well drained,,3156,54.53199428,Arecanut,8168
Gadag,Kharif,,,1613,30.55648374,Light sandy,,1838,51.04698732,Tea,20889
Gadag,Kharif,,,1551,32.66883326,Heavy clay,,3622,76.5084807,Pepper,47128
Gadag,Kharif,,,1301,22.9608693,Dry sandy,,3882,60.957457,Groundnut,22426
Gadag,Kharif,,,1302,30.4282585,loamy sand,,2489,70.78255403,Cotton,17937
Gadag,Kharif,,,683,26.20326616,Red laterite,,2928,44.96753888,Coffee,11209
Gadag,Kharif,,,1475,26.14910831,Black cotton,,4131,49.31782502,Cashew,31319
Gadag,Kharif,,,995,24.64913041,River basins,,2287,40.55316347,Ginger,12480
Gadag,Kharif,,,1347,31.49553026,Gravelly sand,,3085,79.0552422,Paddy,45760
,,,,,,,,,,,
Gadag,Kharif,,,1268,30.9421754,Teelah,,1890,44.0741314,Tea,32526
Gadag,Kharif,,,1093,28.41713792,Medium textured,,4099,59.11204471,Blackgram,22996
,,,,,,,,,,,
Gadag,Rabi,,,1207,24.53948965,Alluvial,,3026,64.12877041,Arecanut,46448
Gadag,Rabi,,,1353,33.58811269,Laterite,,2483,40.63003153,Cocoa,26254
Gadag,Rabi,,,1194,22.20390328,Sandy,,1074,48.9486315,Paddy,24432
Gadag,Rabi,,,550,21.85116011,Heavy cotton,,1461,70.75408665,Blackgram,10959
Gadag,Rabi,,,1124,28.87925236,Loam,,3738,45.11647575,Groundnut,19693
Gadag,Rabi,,,914,34.10371224,Sandy loam,,2462,45.89203729,Blackgram,48806
Gadag,Rabi,,,1679,28.35447867,Clay loam,,4809,49.54705981,Cotton,2739
Gadag,Rabi,,,618,20.93604383,Black,,3990,69.24828066,Tea,6807
Gadag,Rabi,,,1063,30.04208798,Drained loam,,4487,72.7515747,Cotton,44141
Gadag,Rabi,,,1852,26.12174013,Clay,,2273,77.11574077,Cashew,48711
Gadag,Rabi,,,554,33.90926189,Sandy clay loam,,4250,47.6802728,Tea,38790
Gadag,Rabi,,,1811,25.98165836,Red,,3261,53.96689033,Coffee,28388
Gadag,Rabi,,,1308,23.05949782,Arid and Desert,,1776,43.32228999,Cardamum,3374
Gadag,Rabi,,,1767,30.47823633,Well drained,,1483,77.52115508,Coconut,7749
Gadag,Rabi,,,1829,21.56140248,Light sandy,,2311,63.22374779,Coconut,15583
Gadag,Rabi,,,1546,27.07865754,Heavy clay,,1276,57.44647175,Arecanut,24249
Gadag,Rabi,,,597,29.4635576,Dry sandy,,4943,41.84539898,Groundnut,45643
Gadag,Rabi,,,861,22.87463748,loamy sand,,3494,50.41077734,Groundnut,17900
Gadag,Rabi,,,599,23.99967874,Red laterite,,2905,54.62268844,Cashew,8623
Gadag,Rabi,,,1062,28.75617168,Black cotton,,1599,69.69611475,Tea,23976
Gadag,Rabi,,,1013,31.69077484,River basins,,4307,49.99744856,Cocoa,35557
Gadag,Rabi,,,1641,27.54402238,Gravelly sand,,3283,72.94849228,Cocoa,3377
Gadag,Rabi,,,1184,30.0277815,Medium textured clay,,2954,66.16905187,Pepper,10793
,,,,,,,,,,,
Gadag,Rabi,,,1316,22.00102668,Medium textured,,4255,48.93103119,Cardamum,33324
,,,,,,,,,,,
,,,,,,,,,,,
Gadag,Zaid,,,1867,33.96749019,Laterite,,3008,50.12441885,Paddy,49570
Gadag,Zaid,,,1687,33.90306291,Sandy,,3878,65.19295289,Cotton,36675
Gadag,Zaid,,,1025,31.09152687,Heavy cotton,,1706,60.15059748,Ginger,27916
,,,,,,,,,,,
Gadag,Zaid,,,940,30.24615633,Sandy loam,,1097,69.21143574,Ginger,34039
Gadag,Zaid,,,795,28.25789386,Clay loam,,1330,63.57507384,Ginger,17268
Gadag,Zaid,,,1957,32.84198101,Black,,3986,55.8107831,Blackgram,42156
Gadag,Zaid,,,1387,26.80621688,Drained loam,,4931,62.96799022,Ginger,37887
Gadag,Zaid,,,1549,31.97555106,Clay,,3505,57.27794899,Pepper,48430
Gadag,Zaid,,,734,34.86921593,Sandy clay loam,,2614,58.13620577,Cashew,24698
Gadag,Zaid,,,1900,26.43526055,Red,,1372,71.12347615,Tea,6311
Gadag,Zaid,,,1242,30.67875375,Arid and Desert,,1271,66.67931665,Cotton,47757
Gadag,Zaid,,,1148,29.85153252,Well drained,,2206,71.55771899,Paddy,43017
Gadag,Zaid,,,956,26.48404459,Light sandy,,3662,43.87191956,Pepper,21888
Gadag,Zaid,,,1108,27.99904402,Heavy clay,,2326,45.74237336,Paddy,19522
Gadag,Zaid,,,1295,26.41986593,Dry sandy,,3760,42.5274665,Ginger,40504
Gadag,Zaid,,,745,22.50351241,loamy sand,,4137,62.99390682,Ginger,17989
Gadag,Zaid,,,614,22.04463996,Red laterite,,4923,78.56269365,Cardamum,7402
Gadag,Zaid,,,1993,28.8466072,Black cotton,,4809,66.64599986,Arecanut,21092
Gadag,Zaid,,,1932,29.25658031,River basins,,2499,44.68965981,Cashew,38524
Gadag,Zaid,,,1887,34.73273263,Gravelly sand,,4625,43.9336269,Cashew,11243
Gadag,Zaid,,,1513,28.14041575,Medium textured clay,,3740,64.27041133,Paddy,4547
Gadag,Zaid,,,518,23.69557264,Teelah,,1465,75.45081247,Blackgram,23083
Gadag,Zaid,,,830,25.34569863,Medium textured,,3589,44.68194561,Cotton,33892
,,,,,,,,,,,
Koppal,Kharif,,,813,32.76094579,Alluvial,,1882,50.06889511,Tea,42281
Koppal,Kharif,,,779,24.48808315,Laterite,,3624,78.16681856,Cashew,24270
Koppal,Kharif,,,1344,29.05426917,Sandy,,1877,77.32862661,Blackgram,23534
Koppal,Kharif,,,559,29.9991569,Heavy cotton,,1726,59.4047682,Cardamum,40589
Koppal,Kharif,,,1717,20.91050124,Loam,,2949,57.12736352,Arecanut,25605
Koppal,Kharif,,,888,23.48296666,Sandy loam,,1732,55.00763675,Arecanut,32054
Koppal,Kharif,,,1781,26.33225043,Clay loam,,4403,73.70283162,Paddy,28283
Koppal,Kharif,,,1439,21.77031515,Black,,3877,58.29227182,Cashew,10576
Koppal,Kharif,,,826,24.45493951,Drained loam,,1684,75.59519124,Cocoa,3001
Koppal,Kharif,,,1801,27.96124463,Clay,,3916,48.26023936,Cashew,24451
Koppal,Kharif,,,1053,21.19353111,Sandy clay loam,,1323,57.15137922,Cocoa,15338
Koppal,Kharif,,,1489,28.30835965,Red,,4460,49.79173788,Arecanut,36070
Koppal,Kharif,,,957,26.41693709,Arid and Desert,,3474,53.13244109,Tea,14429
Koppal,Kharif,,,1068,32.55162605,Well drained,,4008,79.08907342,Cashew,40643
Koppal,Kharif,,,1675,24.49098593,Light sandy,,3074,48.57420376,Cocoa,44316
Koppal,Kharif,,,1263,22.89965706,Heavy clay,,1059,51.59689238,Tea,43059
Koppal,Kharif,,,629,26.4064754,Dry sandy,,3056,54.24022175,Tea,20765
Koppal,Kharif,,,1386,31.63017334,loamy sand,,2798,67.496543,Coffee,22099
Koppal,Kharif,,,1456,28.16982578,Red laterite,,4924,47.22661318,Cotton,25931
Koppal,Kharif,,,1336,34.51483838,Black cotton,,2592,79.85480306,Cotton,9892
Koppal,Kharif,,,1955,27.30075919,River basins,,3842,51.22738099,Coconut,27222
Koppal,Kharif,,,1868,27.63716438,Gravelly sand,,2926,61.2799731,Cardamum,33646
Koppal,Kharif,,,1808,28.05724169,Medium textured clay,,2114,45.23400065,Paddy,27507
Koppal,Kharif,,,1184,20.03711502,Teelah,,3218,76.05160619,Cotton,37711
Koppal,Kharif,,,1083,22.11463857,Medium textured,,1916,75.35220259,Arecanut,7706
,,,,,,,,,,,
Koppal,Rabi,,,591,30.91284832,Alluvial,,1276,77.74009209,Paddy,19990
Koppal,Rabi,,,845,23.76798659,Laterite,,3276,65.07806934,Ginger,21022
Koppal,Rabi,,,1653,21.82393783,Sandy,,1731,44.08596854,Pepper,1212
Koppal,Rabi,,,1203,25.50079554,Heavy cotton,,1192,59.94819314,Tea,18149
Koppal,Rabi,,,747,34.55438578,Loam,,4273,45.32395832,Groundnut,20559
Koppal,Rabi,,,1886,23.58666325,Sandy loam,,3070,74.71091097,Cardamum,6587
Koppal,Rabi,,,1248,29.80225665,Clay loam,,1114,60.194732,Groundnut,19836
Koppal,Rabi,,,1973,21.71604236,Black,,4384,56.23715868,Coffee,27191
Koppal,Rabi,,,848,26.49132057,Drained loam,,3800,65.33253952,Arecanut,17653
Koppal,Rabi,,,1322,29.5956163,Clay,,1450,73.37035115,Ginger,32258
Koppal,Rabi,,,1054,33.55142224,Sandy clay loam,,1527,60.62867597,Pepper,43436
Koppal,Rabi,,,1251,32.11009988,Red,,2339,50.65892181,Cashew,14413
Koppal,Rabi,,,1786,33.30338671,Arid and Desert,,3347,55.76873717,Arecanut,9794
Koppal,Rabi,,,777,34.28121863,Well drained,,1582,76.57788777,Cotton,31030
Koppal,Rabi,,,1893,20.37565155,Light sandy,,3551,56.22467081,Coffee,13320
Koppal,Rabi,,,1880,25.35588893,Heavy clay,,2142,74.22772552,Ginger,18441
,,,,,,,,,,,
Koppal,Rabi,,,1958,22.37601488,loamy sand,,4570,66.20519748,Arecanut,19097
Koppal,Rabi,,,1921,30.93861063,Red laterite,,3139,60.98075068,Coconut,12255
Koppal,Rabi,,,1562,27.06180788,Black cotton,,2960,64.75491277,Ginger,14115
Koppal,Rabi,,,1926,31.05026566,River basins,,4259,76.97678507,Groundnut,40941
Koppal,Rabi,,,1550,24.9940908,Gravelly sand,,2142,49.22702085,Arecanut,27101
Koppal,Rabi,,,1014,31.58383751,Medium textured clay,,3583,64.45549093,Cocoa,44038
Koppal,Rabi,,,1181,29.49270361,Teelah,,1389,73.33095253,Coffee,35304
Koppal,Rabi,,,794,29.63876753,Medium textured,,2510,72.36249548,Cocoa,7663
,,,,,,,,,,,
,,,,,,,,,,,
Koppal,Zaid,,,1814,33.3965721,Laterite,,3149,68.43155666,Tea,13006
Koppal,Zaid,,,528,24.28410864,Sandy,,3904,44.98903708,Paddy,32252
Koppal,Zaid,,,572,29.43879985,Heavy cotton,,1333,71.60406175,Paddy,25038
Koppal,Zaid,,,735,32.83497943,Loam,,4235,74.71888346,Cocoa,2304
Koppal,Zaid,,,1632,34.86568262,Sandy loam,,3350,50.19062201,Coconut,43683
Koppal,Zaid,,,1702,34.86356519,Clay loam,,4879,48.95248677,Ginger,35969
Koppal,Zaid,,,1095,34.79124648,Black,,3898,70.43559327,Cocoa,35455
Koppal,Zaid,,,1401,33.1039118,Drained loam,,2964,57.79596912,Cashew,15705
Koppal,Zaid,,,1373,25.01356996,Clay,,1512,60.75857407,Arecanut,3391
Koppal,Zaid,,,1627,27.00766008,Sandy clay loam,,4636,53.86878801,Groundnut,10536
Koppal,Zaid,,,893,25.73499838,Red,,4335,44.56720444,Groundnut,1090
,,,,,,,,,,,
Koppal,Zaid,,,1915,23.05152624,Well drained,,1660,42.51381264,Coffee,20721
Koppal,Zaid,,,1444,32.55366642,Light sandy,,2129,58.41948013,Cashew,9896
Koppal,Zaid,,,1763,34.49208118,Heavy clay,,4448,69.27533451,Cashew,28679
Koppal,Zaid,,,1361,20.94287585,Dry sandy,,4868,71.14821904,Pepper,40359
Koppal,Zaid,,,1686,30.28871954,loamy sand,,4992,71.03856127,Tea,36905
Koppal,Zaid,,,1724,30.99817788,Red laterite,,2686,52.21974721,Cashew,30789
Koppal,Zaid,,,668,20.83314747,Black cotton,,1378,49.09087424,Groundnut,4289
Koppal,Zaid,,,1363,31.02772003,River basins,,4442,60.72143333,Groundnut,16016
Koppal,Zaid,,,1215,28.8837598,Gravelly sand,,3389,47.09341958,Pepper,16808
Koppal,Zaid,,,1130,29.35951976,Medium textured clay,,4542,64.19423079,Coconut,26162
Koppal,Zaid,,,623,34.05309097,Teelah,,1672,62.99279998,Cardamum,43119
Koppal,Zaid,,,1735,34.79421863,Medium textured,,4002,78.45502143,Arecanut,44271
,,,,,,,,,,,
